DOID,Disease_Name,Chemical_Name,Chemical_ID,Direct_Evidence,PubMed_IDs
DOID:11832,Seizures,2-n-propyl-4-pentynoic acid,C071194,therapeutic,1922389
DOID:1679,Cystitis,2-oxothiazolidine-4-carboxylic acid,C029536,therapeutic,9112569
DOID:4193,Intracranial Thrombosis,2-oxothiazolidine-4-carboxylic acid,C029536,therapeutic,19560508
DOID:1089,Neural Tube Defects,2-oxothiazolidine-4-carboxylic acid,C029536,therapeutic,3135633
DOID:1094,Hyperkinesis,2-phenylaminoadenosine,C026708,therapeutic,2498959
DOID:3394,Myocardial Ischemia,2-phenylaminoadenosine,C026708,therapeutic,6173517
DOID:10808,Stomach Ulcer,2-phenylquinoline,C541577,therapeutic,19497430
DOID:11832,Seizures,2-propyl-2-pentenoic acid,C014168,therapeutic,6428923
DOID:11832,Seizures,2-propyl-4-pentenoic acid,C045022,therapeutic,1922389
DOID:1612,Breast Neoplasms,2-((R)-2-methylpyrrolidin-2-yl)-1H-benzimidazole-4-carboxamide,C521013,therapeutic,21633166
DOID:1909,Melanoma,2-((R)-2-methylpyrrolidin-2-yl)-1H-benzimidazole-4-carboxamide,C521013,therapeutic,17473206|19035287|19143569|21795476
DOID:3021,Acute Kidney Injury,2-tert-butylhydroquinone,C018855,therapeutic,21802473
DOID:1875,Erectile Dysfunction,"3-(2-(2,2-dimethylpropylsulfanyl)pyridin-3-yl)-N-(3-hydroxycyclohexyl)acrylamide",C515661,therapeutic,17050951
DOID:6000,Heart Failure,"3-(2,2,2-trimethylhydrazine)propionate",C050147,therapeutic,12439634
DOID:1826,Epilepsy,"3-(2,3,5-trichlorophenyl)pyrazine-2,6-diamine",C530485,therapeutic,19787095
DOID:3021,Acute Kidney Injury,3-(2-(3-guanidino-2-methyl-3-oxo-propenyl)-5-methylphenyl)-N-isopropylidene-2-methyl-acrylamide dihydrochloride,C118956,therapeutic,11737601
DOID:4724,Brain Edema,"3-(2-(4-(3-chloro-2-methylphenyl)1-piperazinyl)ethyl)5,6-dimethoxy-1-(4-imidazolylmethyl)-1H-indazol dihydrochloride 3.5 hydrate",C109602,therapeutic,16987238
DOID:1875,Erectile Dysfunction,3-(2-(4-chlorophenylsulfanyl)phenyl)-N-(4-dimethylaminobutyl)acrylamide,C470768,therapeutic,12495780
DOID:2841,Asthma,"3-(2,4-diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol",C539252,therapeutic,19056934
DOID:3083,"Pulmonary Disease, Chronic Obstructive","3-(2,4-diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol",C539252,therapeutic,19056934
DOID:1508,Candidiasis,3-((2-benzyl-6-(3-hydroxy-4-methoxypyrrolidin-1-yl)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489151,therapeutic,21264486
DOID:12140,Chagas Disease,3-((2-benzyl-6-(3-hydroxy-4-methoxypyrrolidin-1-yl)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489151,therapeutic,15215084
DOID:9111,"Leishmaniasis, Cutaneous",3-((2-benzyl-6-(3-hydroxy-4-methoxypyrrolidin-1-yl)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489151,therapeutic,18765694
DOID:9965,Toxoplasmosis,3-((2-benzyl-6-(3-hydroxy-4-methoxypyrrolidin-1-yl)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489151,therapeutic,16702175
DOID:1508,Candidiasis,3-((2-benzyl-6-(3-methoxypropyloxy)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489152,therapeutic,21264486
DOID:12140,Chagas Disease,3-((2-benzyl-6-(3-methoxypropyloxy)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489152,therapeutic,15215084
DOID:9111,"Leishmaniasis, Cutaneous",3-((2-benzyl-6-(3-methoxypropyloxy)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489152,therapeutic,18765694
DOID:9965,Toxoplasmosis,3-((2-benzyl-6-(3-methoxypropyloxy)pyridin-3-yl)ethynyl)quinuclidin-3-ol,C489152,therapeutic,16702175
DOID:1094,Hyperkinesis,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C050592,therapeutic,1534132
DOID:11832,Seizures,3-(2-carboxypiperazin-4-yl)propyl-1-phosphonic acid,C050592,therapeutic,10215643|10698007|11218047|1322085|1326092|1329401|1684527|17157343|1847729|2558775|7728525|9666168
DOID:6000,Heart Failure,"3-(2-ethylphenoxy)-1-(1,2,3,4-tetrahydronaphth-1-ylamino)-2-propanol oxalate",C097869,therapeutic,17996136|20654104
DOID:13250,Diarrhea,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",C054649,therapeutic,10611417
DOID:1094,Hyperkinesis,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",C054649,therapeutic,12603833|12650839
DOID:11832,Seizures,"3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol",C054649,therapeutic,11732755
DOID:670,Amphetamine-Related Disorders,"3-((2-methyl-1,3-thiazol-4-yl)ethynyl)pyridine",C472365,therapeutic,18800068
DOID:10603,Glucose Intolerance,"3,3',4,5'-tetrahydroxystilbene",C041525,therapeutic,22579688
DOID:8534,Gastroesophageal Reflux,"3-(3,4-difluorophenyl)-4-(4-(methylsulfonyl)phenyl)-2(5H)-furanone",C102563,therapeutic,11910360
DOID:6000,Heart Failure,"3-(3,4-difluorophenyl)-4-(4-(methylsulfonyl)phenyl)-2(5H)-furanone",C102563,therapeutic,15023870
DOID:1612,Breast Neoplasms,"3,3',5,5'-tetrahydroxystilbene",C551466,therapeutic,20484155
DOID:8927,Learning Disorders,"(3,3-dibenzylimidazo(1,2-a)pyridin-2-(3H)-one)",C464538,therapeutic,11885975
DOID:1612,Breast Neoplasms,"3,3'-diindolylmethane",C016392,therapeutic,16580691
DOID:11832,Seizures,"3,3-dimethylbutanoylurea",C530684,therapeutic,18435754
DOID:11832,Seizures,"3,4,4a,10b-tetrahydro-4-propyl-2H,5H-(1)benzopyrano(4,3-b)-1,4-oxazin-9-ol",C062458,therapeutic,18566292
DOID:1094,Hyperkinesis,3-(4-(4-chlorophenyl-4-hydroxypiperidino)methyl)indole,C104750,therapeutic,16814282
DOID:332,Amyotrophic Lateral Sclerosis,"3-((4-(4-chlorophenyl)piperazin-1-yl)methyl)-1H-pyrrolo(2,3-b)pyridine",C099630,therapeutic,21867702
DOID:2560,Morphine Dependence,"3-((4-(4-chlorophenyl)piperazin-1-yl)methyl)-1H-pyrrolo(2,3-b)pyridine",C099630,therapeutic,15542745
DOID:2394,Ovarian Neoplasms,"3,4,5,4'-tetramethoxystilbene",C482492,therapeutic,22687606
DOID:526,HIV Infections,"3,4,5-trihydroxybenzamidoxime",C074761,therapeutic,10606163
DOID:3910,Adenocarcinoma of lung,"3,4',5-trimethoxystilbene",C497286,therapeutic,19072741
DOID:6432,"Hypertension, Pulmonary","3-(4-Amino-5-cyclopropylpyrimidine-2-yl)-1-(2-fluorobenzyl)-1H-pyrazolo(3,4-b)pyridine",C423582,therapeutic,17201729
DOID:1612,Breast Neoplasms,3-(4-chlorophenyl)-adamantane-1-carboxylic acid (pyridin-4-ylmethyl)amide,C548780,therapeutic,20861237
DOID:8947,Diabetic Retinopathy,3-(4-chlorophenyl)-adamantane-1-carboxylic acid (pyridin-4-ylmethyl)amide,C548780,therapeutic,17065523
DOID:11832,Seizures,"3,4-dicarboxyphenylglycine",C110733,therapeutic,17434465
DOID:10763,Hypertension,"3,4-dihydropapaverine",C023608,therapeutic,539451
DOID:3071,Gliosarcoma,"3,4-dihydroxybenzohydroxamic acid",C035419,therapeutic,15133626
DOID:526,HIV Infections,"3,4-dihydroxybenzohydroxamic acid",C035419,therapeutic,10606163
DOID:4195,Hyperglycemia,"3,4-dihydroxyphenylethanol",C005975,therapeutic,19393637
DOID:409,Liver Diseases,"3,4-dihydroxyphenylethanol",C005975,therapeutic,19393637
DOID:1909,Melanoma,"3,4-dihydroxyphenylpropionic acid",C000995,therapeutic,20685355
DOID:1679,Cystitis,"3-(4-hydroxyphenyl)-4,5-dihydro-5-isoxazoleacetic acid methyl ester",C462499,therapeutic,20127836
DOID:2044,Drug-Induced Liver Injury,"3-(5-(2,3-dichlorophenyl)-1H-tetrazol-1-yl)methylpyridine",C573616,therapeutic,22986947
DOID:1920,Hyperuricemia,"3,5,2',4'-tetrahydroxychalcone",C556460,therapeutic,21167141
DOID:2044,Drug-Induced Liver Injury,"3,5,5-trimethylhexanoylferrocene",C050224,therapeutic,21908766
DOID:13580,Cholestasis,"3,6-dihydroxy-7-fluorocholanoic acid",C513118,therapeutic,16487557
DOID:9452,Fatty Liver,"3,7,11,15-tetramethyl-2,4,6,10,14-hexadecapentaenoic acid",C034534,therapeutic,21071580
DOID:2316,Brain Ischemia,"3,7-dimethyl-1-propargylxanthine",C057837,therapeutic,15111244
DOID:3021,Acute Kidney Injury,3-aminobenzamide,C025160,therapeutic,11049868
DOID:1909,Melanoma,3-aminobenzamide,C025160,therapeutic,12488552
DOID:8927,Learning Disorders,(3-aminopropyl)(n-butyl)phosphinic acid,C079148,therapeutic,9359592
DOID:11832,Seizures,3-bromo-7-nitroindazole,C106731,therapeutic,9222532
DOID:5419,Schizophrenia,3-chlorocarpipramine,C000449,therapeutic,4076529
DOID:0060058,Lymphoma,3-dihydroxy-6-methyl-7-(phenylmethyl)-4-propylnaphthalene-1-carboxylic acid,C547455,therapeutic,20133848
DOID:10685,"Anxiety, Separation","(3-exo)-8-benzoyl-N-(((2S)7-chloro-2,3-dihydro-1,4-benzodioxin-1-yl)methyl)-8-azabicyclo(3.2.1)octane-3-methanamine monohydrochloride",C480819,therapeutic,12902993
DOID:1094,Hyperkinesis,"(3-exo)-8-benzoyl-N-(((2S)7-chloro-2,3-dihydro-1,4-benzodioxin-1-yl)methyl)-8-azabicyclo(3.2.1)octane-3-methanamine monohydrochloride",C480819,therapeutic,12902993
DOID:2303,Stereotypic Movement Disorder,"(3-exo)-8-benzoyl-N-(((2S)7-chloro-2,3-dihydro-1,4-benzodioxin-1-yl)methyl)-8-azabicyclo(3.2.1)octane-3-methanamine monohydrochloride",C480819,therapeutic,12902993
DOID:2043,Hepatitis B,"3'-fluoro-2',3'-dideoxyguanosine",C055315,therapeutic,16495257|19564357
DOID:2030,Anxiety Disorders,3-hexen-1-ol,C051918,therapeutic,21515296
DOID:11832,Seizures,3-hydroxy-2-quinoxalinecarboxylic acid,C045596,therapeutic,2872934
DOID:2316,Brain Ischemia,3-hydroxyaniracetam,C061073,therapeutic,2776818
DOID:1612,Breast Neoplasms,"3-hydroxylup-20(29)-ene-27,28-dioic acid dimethyl ester",C554289,therapeutic,20670616
DOID:11832,Seizures,3-hydroxypregnan-3-one 3-sulfate,C019427,therapeutic,9262314
DOID:14330,Parkinson Disease,"3-methoxymethyl-7-(4,4,4-trifluorobutoxy)-3,3a,4,5-tetrahydro-1,3-oxazolo(3,4-a)quinolin-1-one",C492672,therapeutic,15178694
DOID:10652,Alzheimer Disease,3-methyl-5-(1-methyl-2-pyrrolidinyl)isoxazole,C088383,therapeutic,7913497
DOID:6000,Heart Failure,3-methyladenine,C025946,therapeutic,18619688
DOID:6364,Migraine Disorders,"3-N-butyl-4,5-dihydrophthalide",C045855,therapeutic,21235591
DOID:3455,Stroke,3-n-butylphthalide,C027125,therapeutic,21524431
DOID:11832,Seizures,3-nitrophenyl 3-piperidinecarboxylate,C043857,therapeutic,6549050
DOID:1909,Melanoma,3-phenylpropionic acid,C035253,therapeutic,20685355
DOID:11832,Seizures,3-xylene,C031285,therapeutic,6431079|8907413
DOID:1612,Breast Neoplasms,4-(1H-imidazol-1-yl)retinoic acid,C496751,therapeutic,17145897|17387344
DOID:670,Amphetamine-Related Disorders,4-(2'-methoxyphenyl)-1-(2'-(N-(2''-pyridinyl)-4-iodobenzamido)ethyl)piperazine,C087205,therapeutic,11377919
DOID:1168,Hyperlipidemias,4-(2-naphthylcarboxamido)phenoxyisobutyric acid,C507129,therapeutic,15818713|16037304
DOID:1909,Melanoma,"4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline",C088860,therapeutic,16077934
DOID:2394,Ovarian Neoplasms,"4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline",C088860,therapeutic,16211241
DOID:3454,Brain Infarction,4-(4-(3-adamantan-1-ylureido)cyclohexyloxy)benzoic acid,C524106,therapeutic,19435785
DOID:6543,Acne Vulgaris,"4-(4-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-quinoxalinyl)-1,3-thiazol-2-yl)benzoic acid",C516309,therapeutic,16280299
DOID:14330,Parkinson Disease,"4,4a,5,6,7,8,8a,9-octahydro-5-propyl-1H-pyrzolo(3,4-g)quinoline",C416545,therapeutic,7901395
DOID:11832,Seizures,"4,4a,5,6,7,8,8a,9-octahydro-5-propyl-1H-pyrzolo(3,4-g)quinoline",C416545,therapeutic,1924492|1977176|1982269|7936204|8098511
DOID:1176,Bronchial Spasm,4-(4-(bis(4-fluorophenyl)methyl)piperazin-1-ylbut-2-enyloxy)acetic acid,C528564,therapeutic,18298128
DOID:1205,Hypersensitivity,4-(4-(bis(4-fluorophenyl)methyl)piperazin-1-ylbut-2-enyloxy)acetic acid,C528564,therapeutic,18298128
DOID:4483,Rhinitis,4-(4-(bis(4-fluorophenyl)methyl)piperazin-1-ylbut-2-enyloxy)acetic acid,C528564,therapeutic,18298128|19672097
DOID:37,Skin Diseases,4-(4-(bis(4-fluorophenyl)methyl)piperazin-1-ylbut-2-enyloxy)acetic acid,C528564,therapeutic,19672097
DOID:1555,Urticaria,4-(4-(bis(4-fluorophenyl)methyl)piperazin-1-ylbut-2-enyloxy)acetic acid,C528564,therapeutic,18298128
DOID:11832,Seizures,"4,5,6,7-tetrahydroisoxazolo(4,5-c)pyridin-3-ol",C026804,therapeutic,6843784
DOID:3908,"Carcinoma, Non-Small-Cell Lung",4-(acetoxymethylnitrosamino)-1-(3-pyridyl)-1-butanone,C081510,therapeutic,19380174
DOID:2030,Anxiety Disorders,"4-(alpha-(4-allyl-2,5-dimethyl-1-piperazinyl)-3-methoxybenzyl)-N,N-diethylbenzamide",C088464,therapeutic,18045627|19830839
DOID:11832,Seizures,"4-(alpha-(4-allyl-2,5-dimethyl-1-piperazinyl)-3-methoxybenzyl)-N,N-diethylbenzamide",C088464,therapeutic,15910761
DOID:1826,Epilepsy,4-amino-3-phenylbutyric acid,C008842,therapeutic,3137090
DOID:1094,Hyperkinesis,4-amino-5-hexynoic acid,C013785,therapeutic,3933514
DOID:2044,Drug-Induced Liver Injury,4-aminobenzamide,C041338,therapeutic,11461765
DOID:1883,Hepatitis C,4'-azidocytidine,C508950,therapeutic,18285474|18343801
DOID:10603,Glucose Intolerance,"4b,5,9b,10-tetrahydroindeno(1,2-b)indole",C090686,therapeutic,18823964
DOID:4195,Hyperglycemia,"4b,5,9b,10-tetrahydroindeno(1,2-b)indole",C090686,therapeutic,18823964
DOID:2018,Hyperinsulinism,"4b,5,9b,10-tetrahydroindeno(1,2-b)indole",C090686,therapeutic,18823964
DOID:8927,Learning Disorders,4-(benzodioxan-5-yl)-1-(indan-2-yl)piperazine,C079549,therapeutic,10578133
DOID:5409,Small Cell Lung Carcinoma,4'-chlorodiazepam,C028513,therapeutic,11888910
DOID:1909,Melanoma,4-coumaric acid,C032171,therapeutic,20685355
DOID:2723,Dermatitis,"4-cyano-4-(2,3-dihydro-8-methoxy-1,4-benzodioxin-5-yl)cyclohexanecarboxylic acid",C539236,therapeutic,18854230
DOID:1612,Breast Neoplasms,4-demethoxy-3'-deamino-3'-aziridinyl-4'-methylsulfonyldaunorubicin,C402179,therapeutic,11280756
DOID:1240,Leukemia,4-demethoxy-3'-deamino-3'-aziridinyl-4'-methylsulfonyldaunorubicin,C402179,therapeutic,11280756
DOID:3347,Osteosarcoma,4-demethoxy-3'-deamino-3'-aziridinyl-4'-methylsulfonyldaunorubicin,C402179,therapeutic,16140527
DOID:2394,Ovarian Neoplasms,4-demethoxy-3'-deamino-3'-aziridinyl-4'-methylsulfonyldaunorubicin,C402179,therapeutic,11280756
DOID:5409,Small Cell Lung Carcinoma,4-demethoxy-3'-deamino-3'-aziridinyl-4'-methylsulfonyldaunorubicin,C402179,therapeutic,11280756
DOID:1240,Leukemia,4'-deoxy-4'-iododoxorubicin,C053044,therapeutic,3607745
DOID:11832,Seizures,"4-diphenylacetoxy-1,1-dimethylpiperidinium",C042375,therapeutic,8028781
DOID:2394,Ovarian Neoplasms,"(((4-(ethoxycarbonyl)phenyl)amino)(2,2,4,4-tetramethyl thiochroman-6-yl)amino) methan-1-one",C508274,therapeutic,16133793
DOID:8927,Learning Disorders,4-hydroxybenzyl alcohol,C018966,therapeutic,9058011|9147253
DOID:8927,Learning Disorders,4-methoxycinnamic acid,C063318,therapeutic,12880915
DOID:9207,Myoclonus,4-methyl-alpha-ethyl-m-tyramine,C001632,therapeutic,37558
DOID:9452,Fatty Liver,4-methylene-2-octyl-5-oxofuran-3-carboxylic acid,C406734,therapeutic,14736702
DOID:9970,Obesity,4-methylene-2-octyl-5-oxofuran-3-carboxylic acid,C406734,therapeutic,14736702
DOID:2394,Ovarian Neoplasms,4-methylene-2-octyl-5-oxofuran-3-carboxylic acid,C406734,therapeutic,21442130
DOID:8577,"Colitis, Ulcerative",4-methylesculetin,C570020,therapeutic,20380826|22119283
DOID:13250,Diarrhea,4-methylesculetin,C570020,therapeutic,20380826
DOID:2044,Drug-Induced Liver Injury,4-methyl-N-(3-(4-methylimidazol-1-yl)-5-(trifluoromethyl)phenyl)-3-((4-pyridin-3-ylpyrimidin-2-yl)amino)benzamide,C498826,therapeutic,21316382
DOID:5082,Liver Cirrhosis,4-methyl-N-(3-(4-methylimidazol-1-yl)-5-(trifluoromethyl)phenyl)-3-((4-pyridin-3-ylpyrimidin-2-yl)amino)benzamide,C498826,therapeutic,21316382
DOID:11396,Pulmonary Edema,4-methyl-N-(3-(4-methylimidazol-1-yl)-5-(trifluoromethyl)phenyl)-3-((4-pyridin-3-ylpyrimidin-2-yl)amino)benzamide,C498826,therapeutic,21473879
DOID:9119,"Leukemia, Myeloid, Acute",4'-N-benzoylstaurosporine,C059539,therapeutic,20685248
DOID:37,Skin Diseases,4-nerolidylcatechol,C110583,therapeutic,19059332
DOID:2394,Ovarian Neoplasms,"(((4-nitrophenyl)amino)(2,2,4,4-tetramethyl thiochroman-6-yl)amino) methane-1-thione",C476105,therapeutic,16133793
DOID:1612,Breast Neoplasms,4-oxofenretinide,C494898,therapeutic,16540676
DOID:769,Neuroblastoma,4-oxofenretinide,C494898,therapeutic,16540676
DOID:2394,Ovarian Neoplasms,4-oxofenretinide,C494898,therapeutic,16540676
DOID:5050,"Carcinoma, Ehrlich Tumor","4-phenyl-5-(4-nitrocinnamoyl)-1,3,4-thiadiazolium-2-phenylamine",C116348,therapeutic,20385111
DOID:1909,Melanoma,"4-phenyl-5-(4-nitrocinnamoyl)-1,3,4-thiadiazolium-2-phenylamine",C116348,therapeutic,20385111
DOID:14330,Parkinson Disease,4-phenylbutyric acid,C075773,therapeutic,21372141
DOID:114,Heart Diseases,"5,10,15,20-tetrakis(N-methyl-4'-pyridyl)porphyrinato-iron(III)",C492721,therapeutic,19286953
DOID:3908,"Carcinoma, Non-Small-Cell Lung","5-(2,4-dihydroxybenzylidene)-2-(phenylimino)-1,3-thiazolidin",C503643,therapeutic,16179969
DOID:9351,Diabetes Mellitus,"5-((2,4-dioxo-5-thiazolidinyl)methyl)-2-methoxy-N-((4-(trifluoromethyl)phenyl)methyl)benzamide",C116017,therapeutic,11712408
DOID:4195,Hyperglycemia,"5-((2,4-dioxo-5-thiazolidinyl)methyl)-2-methoxy-N-((4-(trifluoromethyl)phenyl)methyl)benzamide",C116017,therapeutic,10098657|10582556
DOID:1168,Hyperlipidemias,"5-((2,4-dioxo-5-thiazolidinyl)methyl)-2-methoxy-N-((4-(trifluoromethyl)phenyl)methyl)benzamide",C116017,therapeutic,10098657
DOID:3908,"Carcinoma, Non-Small-Cell Lung",5-((4-methylphenyl)methylene)-2-(phenylamino)-4(5H)-thiazolone,C503119,therapeutic,16179969
DOID:1094,Hyperkinesis,"5-(4-methylpiperazin-1-yl)-8-chloropyrido(2,3-b)(1,5)benzoxazepine fumarate",C441720,therapeutic,9425613
DOID:12849,Autistic Disorder,"5,6,7,8-tetrahydrobiopterin",C003402,therapeutic,16160627
DOID:14221,Metabolic Syndrome X,"5,6,7,8-tetrahydrobiopterin",C003402,therapeutic,17098227
DOID:13250,Diarrhea,"5,6,7,8-tetrahydrofolic acid",C030371,therapeutic,4966294
DOID:557,Kidney Diseases,"5,6,7,8-tetrahydrofolic acid",C030371,therapeutic,4966294
DOID:615,Leukopenia,"5,6,7,8-tetrahydrofolic acid",C030371,therapeutic,4966294
DOID:1909,Melanoma,"5,6-dihydro-5-azacytidine",C013938,therapeutic,7687819
DOID:2645,Mesothelioma,"5,6-dihydro-5-azacytidine",C013938,therapeutic,9179072|9554537
DOID:1240,Leukemia,"5,7,3'-trihydroxy-3,4'-dimethoxyflavone",C549753,therapeutic,21229608
DOID:11832,Seizures,"5,7-dichlorokynurenic acid",C066192,therapeutic,1326092|7529182|8951966
DOID:11832,Seizures,"5-aminocarbonyl-10,11-dihydro-5H-dibenzo(a,d)cyclohepten-5,10-imine",C071316,therapeutic,10215643|8029253
DOID:2355,Anemia,5-benzylacyclouridine,C034753,therapeutic,2257294|2257295
DOID:4961,Bone Marrow Diseases,5-benzylacyclouridine,C034753,therapeutic,2257294
DOID:615,Leukopenia,5-benzylacyclouridine,C034753,therapeutic,2257294
DOID:8566,Herpes Simplex,"5-chloro-1,3-dihydroxyacridone",C411209,therapeutic,10809021
DOID:1612,Breast Neoplasms,5'-deoxy-5'-fluorouridine,C534213,therapeutic,21357651
DOID:10763,Hypertension,"5-(dimethylamino)-N-(3,4-dimethyl-5-isoxazolyl)-1-naphthalenesulfonamide",C085754,therapeutic,15477225
DOID:3119,Gastrointestinal Neoplasms,5-fluoropyrimidine,C029269,therapeutic,21673877
DOID:1749,"Carcinoma, Squamous Cell",5-FU-CDDP protocol,C112530,therapeutic,10895216
DOID:1240,Leukemia,5-iminodaunorubicin,C018979,therapeutic,423181
DOID:670,Amphetamine-Related Disorders,"5-methoxy 3-(1,2,3,6-tetrahydro-4-pyridinyl)1H indole",C025145,therapeutic,10780831
DOID:1612,"Mammary Neoplasms, Animal",5-methylcytidine,C016568,therapeutic,7471817
DOID:9263,Homocystinuria,5-methyltetrahydrofolate,C005984,therapeutic,17413090
DOID:1089,Neural Tube Defects,5-methyltetrahydrofolate,C005984,therapeutic,17413090
DOID:10763,Hypertension,5-methylurapidil,C057446,therapeutic,7906241|8816361
DOID:1485,Cystic Fibrosis,5-O-(5-amino-5-deoxyribofuranosyl)-1N-(4-amino-2-hydroxybutanoyl)paromamine,C540944,therapeutic,19309154
DOID:12802,Mucopolysaccharidosis I,5-O-(5-amino-5-deoxyribofuranosyl)-1N-(4-amino-2-hydroxybutanoyl)paromamine,C540944,therapeutic,19309154
DOID:0050439,Usher Syndromes,5-O-(5-amino-5-deoxyribofuranosyl)-1N-(4-amino-2-hydroxybutanoyl)paromamine,C540944,therapeutic,19309154
DOID:11832,Seizures,5-thio-D-glucose,C003002,therapeutic,3084764|3928877
DOID:11832,Seizures,6-(6-(4-hydroxypiperidinyl)hexyloxy)-3-methylflavone hydrochloride,C081310,therapeutic,8355185
DOID:11832,Seizures,"6,7-dibromo-5-nitro-2,3-quinoxalinedione",C092061,therapeutic,10698007
DOID:11832,Seizures,"6,7-dichloroquinoxaline-2,3-dione",C061603,therapeutic,10698007|9424017
DOID:9119,"Leukemia, Myeloid, Acute","6,7-dimethoxy-3-phenylquinoxaline",C106250,therapeutic,17050201
DOID:3347,Osteosarcoma,"6-(7-nitro-2,1,3-benzoxadiazol-4-ylthio)hexanol",C528479,therapeutic,21673434
DOID:13580,Cholestasis,"6,8-dimethyl-2-piperidinomethyl-2,3-dihydrothiazolo(2,3-f)xanthine",C498328,therapeutic,15500046
DOID:14330,Parkinson Disease,"6-amino-2-(N, N-di-n-propylamino)thiazolo(4,5-f)indan",C414214,therapeutic,12524151
DOID:13580,Cholestasis,"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid",C010643,therapeutic,12612912
DOID:1909,Melanoma,"6-hydroxy-2,5,7,8-tetramethylchroman-2-carboxylic acid",C010643,therapeutic,17992120
DOID:114,Heart Diseases,6-hydroxymelatonin,C012365,therapeutic,12063298
DOID:11832,Seizures,6-methyl-2-(phenylethynyl)pyridine,C121465,therapeutic,10854901|15009663|18242586
DOID:1724,Duodenal Ulcer,"6-methyl-6,11-dihydro-11-((N,N-dimethylamino)acetyl)dibenzo(c,f)-(1,2,5)-thiadiazepine 5,5-dioxide",C071160,therapeutic,1718290
DOID:11832,Seizures,"6-methyl-6,11-dihydro-11-((N,N-dimethylamino)acetyl)dibenzo(c,f)-(1,2,5)-thiadiazepine 5,5-dioxide",C071160,therapeutic,1718290
DOID:6364,Migraine Disorders,"7-(1-(4-chlorophenoxy)ethyl)-1,2,4-trazolo(1,5-alpha)pyrimidine",C432910,therapeutic,11474422
DOID:11832,Seizures,"7-(1-(4-chlorophenoxy)ethyl)-1,2,4-trazolo(1,5-alpha)pyrimidine",C432910,therapeutic,11474422
DOID:3455,Stroke,"7-(1-(4-chlorophenoxy)ethyl)-1,2,4-trazolo(1,5-alpha)pyrimidine",C432910,therapeutic,11474422
DOID:679,Basal Ganglia Diseases,"(7-(2-(4-difluorophenyl)-1-piperazinyl)ethyl)-2-(2-furanyl)-7H-pyrazolo(4,3-e)(1,2,4)triazolo(1,5-c)pyrimidin-5-amine",C534887,therapeutic,18594798
DOID:2043,Hepatitis B,"7,7'-dimethoxy-(4,4'-bi-1,3-benzodioxole)-5,5'-dicarboxylic acid dimethyl ester",C041398,therapeutic,16756086
